MU: 7.690903e-01 1.045132e+00 2.185166e+00 -1.840982e+00 -2.228688e+00 
algo,mean,variance,S,tail
nv,3.369070e-03,2.195614e-03,5,2.500000e-01
gl,1.479100e-03,4.140069e-04,5,2.500000e-01
nv,3.371385e-03,2.179645e-03,5,2.500000e-01
gl,1.470322e-03,4.108559e-04,5,2.500000e-01
nv,3.345649e-03,2.163080e-03,5,2.500000e-01
gl,1.461047e-03,4.077545e-04,5,2.500000e-01
nv,3.320303e-03,2.146765e-03,5,2.500000e-01
gl,1.450915e-03,4.047003e-04,5,2.500000e-01
nv,3.295338e-03,2.130694e-03,5,2.500000e-01
gl,1.441015e-03,4.016911e-04,5,2.500000e-01
nv,3.270746e-03,2.114862e-03,5,2.500000e-01
gl,1.434511e-03,3.987242e-04,5,2.500000e-01
nv,3.246519e-03,2.099264e-03,5,2.500000e-01
gl,1.430957e-03,3.958294e-04,5,2.500000e-01
nv,3.222647e-03,2.083893e-03,5,2.500000e-01
gl,1.424041e-03,3.929488e-04,5,2.500000e-01
nv,3.199124e-03,2.068747e-03,5,2.500000e-01
gl,1.415271e-03,3.901110e-04,5,2.500000e-01
nv,3.175942e-03,2.053819e-03,5,2.500000e-01
gl,1.409335e-03,3.873251e-04,5,2.500000e-01
nv,3.153094e-03,2.039104e-03,5,2.500000e-01
gl,1.399633e-03,3.845697e-04,5,2.500000e-01
nv,3.130571e-03,2.024600e-03,5,2.500000e-01
gl,1.393731e-03,3.818570e-04,5,2.500000e-01
nv,3.114468e-03,2.010288e-03,5,2.500000e-01
gl,1.410752e-03,3.800355e-04,5,2.500000e-01
nv,3.092535e-03,1.996189e-03,5,2.500000e-01
gl,1.414457e-03,3.775247e-04,5,2.500000e-01
nv,3.070909e-03,1.982286e-03,5,2.500000e-01
gl,1.411670e-03,3.749461e-04,5,2.500000e-01
nv,3.049583e-03,1.968576e-03,5,2.500000e-01
gl,1.402540e-03,3.723706e-04,5,2.500000e-01
nv,3.028552e-03,1.955054e-03,5,2.500000e-01
gl,1.394466e-03,3.698282e-04,5,2.500000e-01
nv,3.007808e-03,1.941716e-03,5,2.500000e-01
gl,1.395951e-03,3.674575e-04,5,2.500000e-01
nv,2.987347e-03,1.928559e-03,5,2.500000e-01
gl,1.388754e-03,3.649826e-04,5,2.500000e-01
nv,2.967162e-03,1.915580e-03,5,2.500000e-01
gl,1.383093e-03,3.625464e-04,5,2.500000e-01
nv,2.947248e-03,1.902774e-03,5,2.500000e-01
gl,1.391224e-03,3.604804e-04,5,2.500000e-01
nv,2.927733e-03,1.890137e-03,5,2.500000e-01
gl,1.391299e-03,3.581424e-04,5,2.500000e-01
nv,2.974636e-03,1.882598e-03,5,2.500000e-01
gl,1.383524e-03,3.557944e-04,5,2.500000e-01
nv,2.955066e-03,1.870262e-03,5,2.500000e-01
gl,1.376939e-03,3.534747e-04,5,2.500000e-01
nv,2.935752e-03,1.858087e-03,5,2.500000e-01
gl,1.372489e-03,3.511945e-04,5,2.500000e-01
nv,2.916688e-03,1.846069e-03,5,2.500000e-01
gl,1.364414e-03,3.489375e-04,5,2.500000e-01
nv,2.897871e-03,1.834206e-03,5,2.500000e-01
gl,1.359743e-03,3.467129e-04,5,2.500000e-01
nv,2.879295e-03,1.822494e-03,5,2.500000e-01
gl,1.355956e-03,3.445130e-04,5,2.500000e-01
nv,2.860955e-03,1.810931e-03,5,2.500000e-01
gl,1.351471e-03,3.423412e-04,5,2.500000e-01
nv,2.842911e-03,1.799513e-03,5,2.500000e-01
gl,1.343909e-03,3.401963e-04,5,2.500000e-01
nv,2.825031e-03,1.788239e-03,5,2.500000e-01
gl,1.365087e-03,3.392337e-04,5,2.500000e-01
nv,2.807375e-03,1.777105e-03,5,2.500000e-01
gl,1.361670e-03,3.371341e-04,5,2.500000e-01
nv,2.789938e-03,1.766109e-03,5,2.500000e-01
gl,1.356407e-03,3.350588e-04,5,2.500000e-01
nv,2.778395e-03,1.755269e-03,5,2.500000e-01
gl,1.368716e-03,3.335129e-04,5,2.500000e-01
nv,2.761350e-03,1.744541e-03,5,2.500000e-01
gl,1.361304e-03,3.314873e-04,5,2.500000e-01
nv,2.744512e-03,1.733943e-03,5,2.500000e-01
gl,1.353956e-03,3.294864e-04,5,2.500000e-01
nv,2.727879e-03,1.723473e-03,5,2.500000e-01
gl,1.347711e-03,3.275083e-04,5,2.500000e-01
nv,2.711446e-03,1.713129e-03,5,2.500000e-01
gl,1.343596e-03,3.255547e-04,5,2.500000e-01
nv,3.306886e-03,2.297382e-03,5,2.500000e-01
gl,1.342936e-03,3.236793e-04,5,2.500000e-01
nv,3.287202e-03,2.283764e-03,5,2.500000e-01
gl,1.336755e-03,3.217704e-04,5,2.500000e-01
nv,3.775503e-03,2.702687e-03,5,2.500000e-01
gl,1.330056e-03,3.198845e-04,5,2.500000e-01
nv,3.753294e-03,2.686863e-03,5,2.500000e-01
gl,1.327941e-03,3.180386e-04,5,2.500000e-01
nv,3.731345e-03,2.671223e-03,5,2.500000e-01
gl,1.324961e-03,3.162172e-04,5,2.500000e-01
nv,3.782500e-03,2.664293e-03,5,2.500000e-01
gl,1.319456e-03,3.143970e-04,5,2.500000e-01
nv,3.760636e-03,2.648966e-03,5,2.500000e-01
gl,1.313001e-03,3.125968e-04,5,2.500000e-01
nv,3.739023e-03,2.633814e-03,5,2.500000e-01
gl,1.306755e-03,3.108171e-04,5,2.500000e-01
nv,3.717657e-03,2.618835e-03,5,2.500000e-01
gl,1.303585e-03,3.090661e-04,5,2.500000e-01
nv,3.696534e-03,2.604025e-03,5,2.500000e-01
gl,1.297567e-03,3.073256e-04,5,2.500000e-01
nv,3.675650e-03,2.589381e-03,5,2.500000e-01
gl,1.291240e-03,3.056057e-04,5,2.500000e-01
nv,3.655000e-03,2.574902e-03,5,2.500000e-01
gl,1.288011e-03,3.039035e-04,5,2.500000e-01
nv,3.659497e-03,2.561513e-03,5,2.500000e-01
gl,1.282028e-03,3.022209e-04,5,2.500000e-01
nv,3.826611e-03,2.609227e-03,5,2.500000e-01
gl,1.276344e-03,3.005566e-04,5,2.500000e-01
nv,3.805470e-03,2.594884e-03,5,2.500000e-01
gl,1.275431e-03,2.989153e-04,5,2.500000e-01
nv,3.784560e-03,2.580698e-03,5,2.500000e-01
gl,1.270248e-03,2.972865e-04,5,2.500000e-01
nv,3.763880e-03,2.566666e-03,5,2.500000e-01
gl,1.264736e-03,2.956770e-04,5,2.500000e-01
nv,3.743424e-03,2.552786e-03,5,2.500000e-01
gl,1.259087e-03,2.940845e-04,5,2.500000e-01
nv,3.723189e-03,2.539055e-03,5,2.500000e-01
gl,1.255235e-03,2.925102e-04,5,2.500000e-01
nv,3.703172e-03,2.525471e-03,5,2.500000e-01
gl,1.260835e-03,2.910605e-04,5,2.500000e-01
nv,3.683369e-03,2.512031e-03,5,2.500000e-01
gl,1.254396e-03,2.895192e-04,5,2.500000e-01
nv,3.663777e-03,2.498734e-03,5,2.500000e-01
gl,1.249797e-03,2.879933e-04,5,2.500000e-01
nv,3.644392e-03,2.485577e-03,5,2.500000e-01
gl,1.244544e-03,2.864839e-04,5,2.500000e-01
nv,3.628842e-03,2.472556e-03,5,2.500000e-01
gl,1.239941e-03,2.849879e-04,5,2.500000e-01
nv,3.609948e-03,2.459672e-03,5,2.500000e-01
gl,1.235216e-03,2.835100e-04,5,2.500000e-01
nv,3.591146e-03,2.446922e-03,5,2.500000e-01
gl,1.230209e-03,2.820461e-04,5,2.500000e-01
nv,3.572539e-03,2.434304e-03,5,2.500000e-01
gl,1.225343e-03,2.805969e-04,5,2.500000e-01
nv,3.554124e-03,2.421815e-03,5,2.500000e-01
gl,1.219882e-03,2.791632e-04,5,2.500000e-01
nv,3.535897e-03,2.409453e-03,5,2.500000e-01
gl,1.215103e-03,2.777435e-04,5,2.500000e-01
nv,3.517857e-03,2.397217e-03,5,2.500000e-01
gl,1.221095e-03,2.765772e-04,5,2.500000e-01
nv,3.500000e-03,2.385105e-03,5,2.500000e-01
gl,1.216675e-03,2.751862e-04,5,2.500000e-01
nv,3.575960e-03,2.389822e-03,5,2.500000e-01
gl,1.212862e-03,2.738122e-04,5,2.500000e-01
nv,3.557990e-03,2.377871e-03,5,2.500000e-01
gl,1.208115e-03,2.724479e-04,5,2.500000e-01
nv,3.540900e-03,2.366035e-03,5,2.500000e-01
gl,1.203722e-03,2.710968e-04,5,2.500000e-01
nv,3.531542e-03,2.354394e-03,5,2.500000e-01
gl,1.201010e-03,2.697680e-04,5,2.500000e-01
nv,3.514059e-03,2.342794e-03,5,2.500000e-01
gl,1.196169e-03,2.684435e-04,5,2.500000e-01
nv,3.496749e-03,2.331308e-03,5,2.500000e-01
gl,1.190853e-03,2.671327e-04,5,2.500000e-01
nv,3.479608e-03,2.319934e-03,5,2.500000e-01
gl,1.196213e-03,2.660127e-04,5,2.500000e-01
nv,3.466098e-03,2.308671e-03,5,2.500000e-01
gl,1.200380e-03,2.648350e-04,5,2.500000e-01
nv,3.449272e-03,2.297517e-03,5,2.500000e-01
gl,1.198411e-03,2.635724e-04,5,2.500000e-01
nv,3.432609e-03,2.286470e-03,5,2.500000e-01
gl,1.193901e-03,2.623094e-04,5,2.500000e-01
nv,3.430817e-03,2.275878e-03,5,2.500000e-01
gl,1.192525e-03,2.610631e-04,5,2.500000e-01
nv,3.414402e-03,2.265039e-03,5,2.500000e-01
gl,1.188086e-03,2.598242e-04,5,2.500000e-01
nv,3.398143e-03,2.254303e-03,5,2.500000e-01
gl,1.183435e-03,2.585972e-04,5,2.500000e-01
nv,3.382038e-03,2.243669e-03,5,2.500000e-01
gl,1.178980e-03,2.573818e-04,5,2.500000e-01
nv,3.366132e-03,2.233134e-03,5,2.500000e-01
gl,1.363142e-03,3.323403e-04,5,2.500000e-01
nv,3.352394e-03,2.222693e-03,5,2.500000e-01
gl,1.358888e-03,3.307919e-04,5,2.500000e-01
nv,3.336729e-03,2.212354e-03,5,2.500000e-01
gl,1.353143e-03,3.292598e-04,5,2.500000e-01
nv,3.321209e-03,2.202111e-03,5,2.500000e-01
gl,1.348585e-03,3.277419e-04,5,2.500000e-01
nv,3.306065e-03,2.191961e-03,5,2.500000e-01
gl,1.343147e-03,3.262374e-04,5,2.500000e-01
nv,3.290829e-03,2.181905e-03,5,2.500000e-01
gl,1.337784e-03,3.247467e-04,5,2.500000e-01
nv,3.275734e-03,2.171941e-03,5,2.500000e-01
gl,1.333493e-03,3.232721e-04,5,2.500000e-01
nv,3.260776e-03,2.162068e-03,5,2.500000e-01
gl,1.328609e-03,3.218088e-04,5,2.500000e-01
nv,3.245955e-03,2.152284e-03,5,2.500000e-01
gl,1.324782e-03,3.203567e-04,5,2.500000e-01
nv,3.231267e-03,2.142588e-03,5,2.500000e-01
gl,1.319695e-03,3.189189e-04,5,2.500000e-01
nv,3.216757e-03,2.132979e-03,5,2.500000e-01
gl,1.315187e-03,3.174936e-04,5,2.500000e-01
nv,3.202332e-03,2.123456e-03,5,2.500000e-01
gl,1.318707e-03,3.162249e-04,5,2.500000e-01
nv,3.188036e-03,2.114018e-03,5,2.500000e-01
gl,1.317309e-03,3.148384e-04,5,2.500000e-01
nv,3.173867e-03,2.104663e-03,5,2.500000e-01
gl,1.313748e-03,3.134534e-04,5,2.500000e-01
nv,3.159823e-03,2.095390e-03,5,2.500000e-01
gl,1.308413e-03,3.120786e-04,5,2.500000e-01
nv,3.145903e-03,2.086199e-03,5,2.500000e-01
gl,1.315184e-03,3.109817e-04,5,2.500000e-01
nv,3.132105e-03,2.077089e-03,5,2.500000e-01
gl,1.309886e-03,3.096295e-04,5,2.500000e-01
nv,3.121485e-03,2.068059e-03,5,2.500000e-01
gl,1.305416e-03,3.082889e-04,5,2.500000e-01
nv,3.107957e-03,2.059106e-03,5,2.500000e-01
gl,1.300618e-03,3.069593e-04,5,2.500000e-01
nv,3.094502e-03,2.050230e-03,5,2.500000e-01
gl,1.296887e-03,3.056432e-04,5,2.500000e-01
nv,3.081164e-03,2.041430e-03,5,2.500000e-01
gl,1.294727e-03,3.043375e-04,5,2.500000e-01
nv,3.067940e-03,2.032705e-03,5,2.500000e-01
gl,1.290747e-03,3.030414e-04,5,2.500000e-01
nv,3.054829e-03,2.024055e-03,5,2.500000e-01
gl,1.286777e-03,3.017559e-04,5,2.500000e-01
nv,3.044255e-03,2.015477e-03,5,2.500000e-01
gl,1.284393e-03,3.004891e-04,5,2.500000e-01
nv,3.031356e-03,2.006972e-03,5,2.500000e-01
gl,1.284149e-03,2.992300e-04,5,2.500000e-01
nv,3.018565e-03,1.998539e-03,5,2.500000e-01
gl,1.284406e-03,2.980202e-04,5,2.500000e-01
nv,3.005882e-03,1.990176e-03,5,2.500000e-01
gl,1.282887e-03,2.967801e-04,5,2.500000e-01
nv,2.996025e-03,1.981885e-03,5,2.500000e-01
gl,1.278737e-03,2.955482e-04,5,2.500000e-01
nv,2.983542e-03,1.973661e-03,5,2.500000e-01
