MU: -3.050588e-01 7.329242e-01 1.279184e-01 2.306995e-01 3.996156e-01 
algo,mean,variance,S,tail
gl,7.849455e-01,1.565026e+00,5,3.000000e-02
nv,7.531039e-01,7.806854e-02,5,3.000000e-02
gl,7.817824e-01,1.549437e+00,5,3.000000e-02
nv,7.545413e-01,7.761887e-02,5,3.000000e-02
gl,7.783706e-01,1.534171e+00,5,3.000000e-02
nv,7.553646e-01,7.716823e-02,5,3.000000e-02
gl,7.818169e-01,1.535340e+00,5,3.000000e-02
nv,7.563966e-01,7.701672e-02,5,3.000000e-02
gl,7.893718e-01,1.600632e+00,5,3.000000e-02
nv,7.567529e-01,7.674672e-02,5,3.000000e-02
gl,7.865234e-01,1.585878e+00,5,3.000000e-02
nv,7.572232e-01,7.669685e-02,5,3.000000e-02
gl,7.825104e-01,1.570935e+00,5,3.000000e-02
nv,7.583744e-01,7.635067e-02,5,3.000000e-02
gl,7.822326e-01,1.557486e+00,5,3.000000e-02
nv,7.588929e-01,7.587886e-02,5,3.000000e-02
gl,7.852124e-01,1.555786e+00,5,3.000000e-02
nv,7.589629e-01,7.595686e-02,5,3.000000e-02
gl,7.823844e-01,1.540943e+00,5,3.000000e-02
nv,7.575075e-01,7.613083e-02,5,3.000000e-02
gl,7.791938e-01,1.526719e+00,5,3.000000e-02
nv,7.578769e-01,7.599198e-02,5,3.000000e-02
gl,7.764459e-01,1.513571e+00,5,3.000000e-02
nv,7.577152e-01,7.575031e-02,5,3.000000e-02
gl,7.743227e-01,1.499844e+00,5,3.000000e-02
nv,7.579794e-01,7.583237e-02,5,3.000000e-02
gl,7.757799e-01,1.493240e+00,5,3.000000e-02
nv,7.596347e-01,7.549240e-02,5,3.000000e-02
gl,7.727385e-01,1.479846e+00,5,3.000000e-02
nv,7.601075e-01,7.547379e-02,5,3.000000e-02
gl,7.829037e-01,1.524415e+00,5,3.000000e-02
nv,7.584620e-01,7.564102e-02,5,3.000000e-02
gl,7.805780e-01,1.512141e+00,5,3.000000e-02
nv,7.592646e-01,7.550379e-02,5,3.000000e-02
gl,7.792616e-01,1.499525e+00,5,3.000000e-02
nv,7.591111e-01,7.574086e-02,5,3.000000e-02
gl,7.762468e-01,1.486902e+00,5,3.000000e-02
nv,7.579073e-01,7.581093e-02,5,3.000000e-02
gl,7.844648e-01,1.539763e+00,5,3.000000e-02
nv,7.581018e-01,7.596328e-02,5,3.000000e-02
gl,7.837890e-01,1.528690e+00,5,3.000000e-02
nv,7.584044e-01,7.610579e-02,5,3.000000e-02
gl,7.896866e-01,1.543852e+00,5,3.000000e-02
nv,7.588739e-01,7.604536e-02,5,3.000000e-02
gl,7.874836e-01,1.531170e+00,5,3.000000e-02
nv,7.576261e-01,7.623259e-02,5,3.000000e-02
gl,7.874920e-01,1.521754e+00,5,3.000000e-02
nv,7.567789e-01,7.654842e-02,5,3.000000e-02
gl,7.884054e-01,1.515087e+00,5,3.000000e-02
nv,7.563178e-01,7.651275e-02,5,3.000000e-02
gl,7.871277e-01,1.503839e+00,5,3.000000e-02
nv,7.560989e-01,7.664703e-02,5,3.000000e-02
gl,7.882825e-01,1.500981e+00,5,3.000000e-02
nv,7.551244e-01,7.646437e-02,5,3.000000e-02
gl,7.873950e-01,1.489297e+00,5,3.000000e-02
nv,7.565728e-01,7.623807e-02,5,3.000000e-02
gl,7.853895e-01,1.477611e+00,5,3.000000e-02
nv,7.563049e-01,7.625146e-02,5,3.000000e-02
gl,7.845637e-01,1.467163e+00,5,3.000000e-02
nv,7.561884e-01,7.611023e-02,5,3.000000e-02
