MU: 0 0 0 0 0 
algo,mean,variance,S,tail
nv,9.816451e-01,1.376817e-03,5,1.000000e-02
gl,9.813218e-01,1.303611e-03,5,1.000000e-02
nv,9.816726e-01,1.372209e-03,5,1.000000e-02
gl,9.813079e-01,1.307463e-03,5,1.000000e-02
nv,9.816740e-01,1.368395e-03,5,1.000000e-02
gl,9.813070e-01,1.311545e-03,5,1.000000e-02
nv,9.817228e-01,1.363358e-03,5,1.000000e-02
gl,9.813491e-01,1.306908e-03,5,1.000000e-02
nv,9.815826e-01,1.373855e-03,5,1.000000e-02
gl,9.813255e-01,1.314928e-03,5,1.000000e-02
nv,9.815479e-01,1.381849e-03,5,1.000000e-02
gl,9.813046e-01,1.315833e-03,5,1.000000e-02
nv,9.815977e-01,1.376726e-03,5,1.000000e-02
gl,9.812918e-01,1.312962e-03,5,1.000000e-02
nv,9.816033e-01,1.373237e-03,5,1.000000e-02
gl,9.812662e-01,1.324311e-03,5,1.000000e-02
nv,9.816421e-01,1.368680e-03,5,1.000000e-02
gl,9.813274e-01,1.319722e-03,5,1.000000e-02
nv,9.815152e-01,1.383757e-03,5,1.000000e-02
gl,9.813238e-01,1.319971e-03,5,1.000000e-02
nv,9.814630e-01,1.381804e-03,5,1.000000e-02
gl,9.813478e-01,1.317296e-03,5,1.000000e-02
nv,9.815106e-01,1.376856e-03,5,1.000000e-02
gl,9.813982e-01,1.312992e-03,5,1.000000e-02
nv,9.815143e-01,1.373614e-03,5,1.000000e-02
gl,9.813926e-01,1.312964e-03,5,1.000000e-02
nv,9.815383e-01,1.369706e-03,5,1.000000e-02
