MU: 8.385169e-01 -6.699924e-01 -1.599249e+00 1.257455e+00 1.250238e+00 
algo,mean,variance,S,tail
nv,1.279722e-01,7.107857e-02,5,1.000000e-01
gl,9.173305e-02,1.463890e+00,5,1.000000e-01
nv,1.267320e-01,7.039315e-02,5,1.000000e-01
gl,9.164434e-02,1.446686e+00,5,1.000000e-01
nv,1.270028e-01,7.025911e-02,5,1.000000e-01
gl,9.073679e-02,1.429514e+00,5,1.000000e-01
nv,1.266357e-01,6.971539e-02,5,1.000000e-01
gl,9.030933e-02,1.412809e+00,5,1.000000e-01
nv,1.255601e-01,6.905121e-02,5,1.000000e-01
gl,8.966979e-02,1.396408e+00,5,1.000000e-01
nv,1.283047e-01,7.095687e-02,5,1.000000e-01
gl,9.013436e-02,1.381466e+00,5,1.000000e-01
nv,1.285641e-01,7.103100e-02,5,1.000000e-01
gl,8.988953e-02,1.365944e+00,5,1.000000e-01
nv,1.276386e-01,7.035441e-02,5,1.000000e-01
gl,8.965467e-02,1.350684e+00,5,1.000000e-01
nv,1.282339e-01,7.098891e-02,5,1.000000e-01
gl,8.988824e-02,1.336002e+00,5,1.000000e-01
nv,1.268377e-01,7.037313e-02,5,1.000000e-01
gl,8.965547e-02,1.321655e+00,5,1.000000e-01
nv,1.255541e-01,6.975331e-02,5,1.000000e-01
gl,8.881911e-02,1.307341e+00,5,1.000000e-01
nv,1.251899e-01,6.940622e-02,5,1.000000e-01
gl,8.805889e-02,1.293324e+00,5,1.000000e-01
nv,1.242830e-01,6.881234e-02,5,1.000000e-01
gl,8.729124e-02,1.279611e+00,5,1.000000e-01
nv,1.231577e-01,6.822516e-02,5,1.000000e-01
gl,8.705420e-02,1.266411e+00,5,1.000000e-01
nv,1.226322e-01,6.761182e-02,5,1.000000e-01
gl,8.637999e-02,1.253253e+00,5,1.000000e-01
nv,1.221344e-01,6.714040e-02,5,1.000000e-01
gl,8.604032e-02,1.240374e+00,5,1.000000e-01
nv,1.220822e-01,6.701252e-02,5,1.000000e-01
gl,8.526764e-02,1.227763e+00,5,1.000000e-01
nv,1.220054e-01,6.722728e-02,5,1.000000e-01
gl,8.489061e-02,1.215393e+00,5,1.000000e-01
nv,1.209674e-01,6.668534e-02,5,1.000000e-01
gl,8.429984e-02,1.203271e+00,5,1.000000e-01
nv,1.200858e-01,6.618275e-02,5,1.000000e-01
gl,8.357672e-02,1.191399e+00,5,1.000000e-01
nv,1.197421e-01,6.592839e-02,5,1.000000e-01
gl,8.307427e-02,1.179755e+00,5,1.000000e-01
nv,1.197588e-01,6.604888e-02,5,1.000000e-01
gl,8.241465e-02,1.168336e+00,5,1.000000e-01
nv,1.200868e-01,6.627355e-02,5,1.000000e-01
gl,8.193300e-02,1.157134e+00,5,1.000000e-01
nv,1.212262e-01,6.705160e-02,5,1.000000e-01
gl,8.151841e-02,1.146129e+00,5,1.000000e-01
nv,1.205080e-01,6.657918e-02,5,1.000000e-01
gl,8.122142e-02,1.135354e+00,5,1.000000e-01
nv,1.216528e-01,6.753220e-02,5,1.000000e-01
gl,8.053272e-02,1.124786e+00,5,1.000000e-01
nv,1.231280e-01,6.856299e-02,5,1.000000e-01
gl,7.999665e-02,1.114409e+00,5,1.000000e-01
nv,1.221857e-01,6.803770e-02,5,1.000000e-01
gl,7.973683e-02,1.104235e+00,5,1.000000e-01
nv,1.210792e-01,6.754538e-02,5,1.000000e-01
gl,7.956538e-02,1.094339e+00,5,1.000000e-01
nv,1.210292e-01,6.738734e-02,5,1.000000e-01
gl,7.925755e-02,1.084558e+00,5,1.000000e-01
nv,1.202996e-01,6.689371e-02,5,1.000000e-01
gl,7.863853e-02,1.074909e+00,5,1.000000e-01
nv,1.202637e-01,6.705075e-02,5,1.000000e-01
gl,7.818584e-02,1.065434e+00,5,1.000000e-01
nv,1.202004e-01,6.680190e-02,5,1.000000e-01
gl,7.780302e-02,1.056106e+00,5,1.000000e-01
nv,1.194903e-01,6.638169e-02,5,1.000000e-01
gl,7.733900e-02,1.046950e+00,5,1.000000e-01
nv,1.195485e-01,6.630855e-02,5,1.000000e-01
gl,7.679796e-02,1.037953e+00,5,1.000000e-01
nv,1.204291e-01,6.704472e-02,5,1.000000e-01
gl,7.652407e-02,1.029115e+00,5,1.000000e-01
nv,1.202625e-01,6.708388e-02,5,1.000000e-01
gl,7.634584e-02,1.020515e+00,5,1.000000e-01
nv,1.201416e-01,6.686231e-02,5,1.000000e-01
gl,7.580617e-02,1.011968e+00,5,1.000000e-01
nv,1.199713e-01,6.702475e-02,5,1.000000e-01
gl,7.527378e-02,1.003563e+00,5,1.000000e-01
nv,1.200578e-01,6.679092e-02,5,1.000000e-01
gl,7.476946e-02,9.952942e-01,5,1.000000e-01
nv,1.194085e-01,6.631485e-02,5,1.000000e-01
gl,7.424457e-02,9.871639e-01,5,1.000000e-01
nv,1.200202e-01,6.697950e-02,5,1.000000e-01
gl,7.745028e-02,9.953168e-01,5,1.000000e-01
nv,1.194461e-01,6.662220e-02,5,1.000000e-01
gl,7.753630e-02,9.873939e-01,5,1.000000e-01
nv,1.194454e-01,6.674208e-02,5,1.000000e-01
gl,7.717547e-02,9.795177e-01,5,1.000000e-01
nv,1.194399e-01,6.657517e-02,5,1.000000e-01
gl,7.668131e-02,9.717706e-01,5,1.000000e-01
nv,1.194087e-01,6.674895e-02,5,1.000000e-01
gl,7.655087e-02,9.641429e-01,5,1.000000e-01
nv,1.198746e-01,6.669284e-02,5,1.000000e-01
gl,7.649947e-02,9.567273e-01,5,1.000000e-01
nv,1.204038e-01,6.663653e-02,5,1.000000e-01
gl,7.615238e-02,9.493520e-01,5,1.000000e-01
nv,1.207623e-01,6.690871e-02,5,1.000000e-01
gl,7.572274e-02,9.420762e-01,5,1.000000e-01
nv,1.215018e-01,6.728914e-02,5,1.000000e-01
gl,7.674256e-02,9.362295e-01,5,1.000000e-01
nv,1.214851e-01,6.725073e-02,5,1.000000e-01
gl,7.650838e-02,9.291664e-01,5,1.000000e-01
nv,1.206230e-01,6.684087e-02,5,1.000000e-01
gl,7.648501e-02,9.223307e-01,5,1.000000e-01
nv,1.210751e-01,6.730936e-02,5,1.000000e-01
gl,7.605267e-02,9.154685e-01,5,1.000000e-01
nv,1.219969e-01,6.764146e-02,5,1.000000e-01
gl,7.566839e-02,9.087060e-01,5,1.000000e-01
nv,1.223119e-01,6.761925e-02,5,1.000000e-01
gl,7.546019e-02,9.021224e-01,5,1.000000e-01
nv,1.223953e-01,6.758281e-02,5,1.000000e-01
gl,7.566028e-02,8.961726e-01,5,1.000000e-01
nv,1.230950e-01,6.782864e-02,5,1.000000e-01
gl,1.123064e-01,2.777013e+00,5,1.000000e-01
nv,1.230773e-01,6.796347e-02,5,1.000000e-01
gl,1.115977e-01,2.757092e+00,5,1.000000e-01
nv,1.230892e-01,6.805476e-02,5,1.000000e-01
gl,1.109469e-01,2.737446e+00,5,1.000000e-01
nv,1.226381e-01,6.778431e-02,5,1.000000e-01
gl,1.105541e-01,2.718077e+00,5,1.000000e-01
nv,1.221387e-01,6.747183e-02,5,1.000000e-01
gl,1.098729e-01,2.698989e+00,5,1.000000e-01
nv,1.224864e-01,6.783253e-02,5,1.000000e-01
gl,1.092574e-01,2.680164e+00,5,1.000000e-01
nv,1.224768e-01,6.779733e-02,5,1.000000e-01
gl,1.085832e-01,2.661607e+00,5,1.000000e-01
nv,1.226184e-01,6.771288e-02,5,1.000000e-01
gl,1.080623e-01,2.643300e+00,5,1.000000e-01
nv,1.228817e-01,6.792934e-02,5,1.000000e-01
gl,1.074320e-01,2.625242e+00,5,1.000000e-01
nv,1.228873e-01,6.780242e-02,5,1.000000e-01
gl,1.071572e-01,2.607441e+00,5,1.000000e-01
nv,1.225696e-01,6.761245e-02,5,1.000000e-01
gl,1.066969e-01,2.589903e+00,5,1.000000e-01
nv,1.222972e-01,6.744804e-02,5,1.000000e-01
gl,1.061926e-01,2.572565e+00,5,1.000000e-01
nv,1.220793e-01,6.735856e-02,5,1.000000e-01
gl,1.060918e-01,2.555767e+00,5,1.000000e-01
nv,1.225821e-01,6.752493e-02,5,1.000000e-01
gl,1.054916e-01,2.538888e+00,5,1.000000e-01
nv,1.224223e-01,6.746742e-02,5,1.000000e-01
gl,1.048615e-01,2.522234e+00,5,1.000000e-01
nv,1.219076e-01,6.713279e-02,5,1.000000e-01
gl,1.043681e-01,2.505785e+00,5,1.000000e-01
nv,1.223940e-01,6.720903e-02,5,1.000000e-01
gl,1.050238e-01,2.491367e+00,5,1.000000e-01
nv,1.216327e-01,6.686190e-02,5,1.000000e-01
gl,1.051594e-01,2.475613e+00,5,1.000000e-01
nv,1.209708e-01,6.651774e-02,5,1.000000e-01
gl,1.045740e-01,2.459787e+00,5,1.000000e-01
nv,1.210202e-01,6.664142e-02,5,1.000000e-01
gl,1.039632e-01,2.444169e+00,5,1.000000e-01
nv,1.210476e-01,6.646176e-02,5,1.000000e-01
gl,1.034386e-01,2.428735e+00,5,1.000000e-01
nv,1.205507e-01,6.616065e-02,5,1.000000e-01
gl,1.028893e-01,2.413501e+00,5,1.000000e-01
nv,1.209795e-01,6.663704e-02,5,1.000000e-01
gl,1.023410e-01,2.398458e+00,5,1.000000e-01
nv,1.207808e-01,6.647669e-02,5,1.000000e-01
gl,1.019707e-01,2.383589e+00,5,1.000000e-01
nv,1.201111e-01,6.613924e-02,5,1.000000e-01
gl,1.016370e-01,2.368929e+00,5,1.000000e-01
nv,1.201630e-01,6.597346e-02,5,1.000000e-01
gl,1.010511e-01,2.354443e+00,5,1.000000e-01
nv,1.201204e-01,6.610663e-02,5,1.000000e-01
gl,1.008343e-01,2.340163e+00,5,1.000000e-01
nv,1.194281e-01,6.578205e-02,5,1.000000e-01
gl,1.002994e-01,2.326020e+00,5,1.000000e-01
nv,1.209039e-01,6.688497e-02,5,1.000000e-01
